data,campanha_id,campanha_nome,canal,objetivo,dispositivo,segmento_publico,investimento,impressoes,cliques,ctr,conversoes,receita,cpc,cpa,roas
2025-06-20,C004,Meta - Prospecção Vendas,Meta Ads,vendas,Mobile,Geral,149.09,15221,123,0.0081,3,574.43,1.21,49.7,3.85
2025-06-20,C006,Meta - Lançamento Produto,Meta Ads,vendas,Desktop,Interesses,114.64,10466,82,0.0078,2,589.48,1.4,57.32,5.14
2025-06-21,C001,Google Search - Marca,Google Ads,leads,Mobile,Geral,64.27,617,11,0.0178,1,0.0,5.84,64.27,0.0
2025-06-21,C003,Meta - Remarketing Vendas,Meta Ads,vendas,Mobile,Remarketing,27.06,4321,26,0.006,1,160.98,1.04,27.06,5.95
2025-06-21,C004,Meta - Prospecção Vendas,Meta Ads,vendas,Mobile,Busca ativa,80.79,7645,56,0.0073,2,181.4,1.44,40.4,2.25
2025-06-21,C006,Meta - Lançamento Produto,Meta Ads,vendas,Mobile,Interesses,74.42,8746,71,0.0081,1,131.23,1.05,74.42,1.76
2025-06-22,C001,Google Search - Marca,Google Ads,leads,Mobile,Geral,54.5,522,10,0.0192,1,0.0,5.45,54.5,0.0
2025-06-22,C003,Meta - Remarketing Vendas,Meta Ads,vendas,Mobile,Lookalike,30.58,4569,26,0.0057,1,244.62,1.18,30.58,8.0
2025-06-22,C004,Meta - Prospecção Vendas,Meta Ads,vendas,Desktop,Busca ativa,95.57,8953,62,0.0069,2,229.26,1.54,47.78,2.4
2025-06-22,C006,Meta - Lançamento Produto,Meta Ads,vendas,Mobile,Lookalike,75.48,5399,51,0.0094,2,341.97,1.48,37.74,4.53
2025-06-23,C001,Google Search - Marca,Google Ads,leads,Tablet,Busca ativa,87.76,1129,18,0.0159,1,0.0,4.88,87.76,0.0
2025-06-23,C003,Meta - Remarketing Vendas,Meta Ads,vendas,Mobile,Lookalike,45.64,6042,40,0.0066,2,405.78,1.14,22.82,8.89
2025-06-23,C004,Meta - Prospecção Vendas,Meta Ads,vendas,Mobile,Geral,128.23,16873,105,0.0062,2,196.41,1.22,64.11,1.53
2025-06-23,C006,Meta - Lançamento Produto,Meta Ads,vendas,Mobile,Geral,123.53,10028,105,0.0105,3,754.87,1.18,41.18,6.11
2025-06-24,C001,Google Search - Marca,Google Ads,leads,Desktop,Busca ativa,79.43,5240,65,0.0124,4,0.0,1.22,19.86,0.0
2025-06-24,C003,Meta - Remarketing Vendas,Meta Ads,vendas,Mobile,Geral,50.49,6135,44,0.0072,1,113.15,1.15,50.49,2.24
2025-06-24,C004,Meta - Prospecção Vendas,Meta Ads,vendas,Mobile,Geral,138.23,19506,186,0.0095,7,644.36,0.74,19.75,4.66
2025-06-24,C006,Meta - Lançamento Produto,Meta Ads,vendas,Mobile,Geral,82.04,6531,65,0.01,2,464.33,1.26,41.02,5.66
2025-06-25,C001,Google Search - Marca,Google Ads,leads,Desktop,Lookalike,67.79,778,12,0.0154,1,0.0,5.65,67.79,0.0
2025-06-25,C003,Meta - Remarketing Vendas,Meta Ads,vendas,Desktop,Remarketing,31.47,3783,28,0.0074,0,0.0,1.12,,0.0
2025-06-25,C004,Meta - Prospecção Vendas,Meta Ads,vendas,Mobile,Interesses,133.38,15904,100,0.0063,3,209.53,1.33,44.46,1.57
2025-06-25,C006,Meta - Lançamento Produto,Meta Ads,vendas,Desktop,Remarketing,123.27,11603,95,0.0082,4,654.6,1.3,30.82,5.31
2025-06-26,C001,Google Search - Marca,Google Ads,leads,Mobile,Busca ativa,81.39,831,14,0.0168,1,0.0,5.81,81.39,0.0
2025-06-26,C003,Meta - Remarketing Vendas,Meta Ads,vendas,Mobile,Remarketing,42.46,5092,38,0.0075,1,202.29,1.12,42.46,4.76
2025-06-26,C004,Meta - Prospecção Vendas,Meta Ads,vendas,Desktop,Busca ativa,114.58,12009,106,0.0088,4,796.51,1.08,28.64,6.95
2025-06-26,C006,Meta - Lançamento Produto,Meta Ads,vendas,Mobile,Geral,143.28,12106,102,0.0084,3,654.38,1.4,47.76,4.57
2025-06-27,C001,Google Search - Marca,Google Ads,leads,Mobile,Remarketing,61.64,960,14,0.0146,1,0.0,4.4,61.64,0.0
2025-06-27,C003,Meta - Remarketing Vendas,Meta Ads,vendas,Desktop,Interesses,45.59,6647,46,0.0069,1,217.59,0.99,45.59,4.77
2025-06-27,C004,Meta - Prospecção Vendas,Meta Ads,vendas,Mobile,Geral,132.38,11910,96,0.0081,3,423.31,1.38,44.13,3.2
2025-06-27,C006,Meta - Lançamento Produto,Meta Ads,vendas,Mobile,Remarketing,115.37,11308,104,0.0092,4,772.48,1.11,28.84,6.7
2025-06-28,C001,Google Search - Marca,Google Ads,leads,Mobile,Interesses,56.26,771,13,0.0169,1,0.0,4.33,56.26,0.0
2025-06-28,C003,Meta - Remarketing Vendas,Meta Ads,vendas,Desktop,Interesses,31.59,6898,24,0.0035,1,174.9,1.32,31.59,5.54
2025-06-28,C004,Meta - Prospecção Vendas,Meta Ads,vendas,Mobile,Interesses,81.51,6927,65,0.0094,2,375.26,1.25,40.76,4.6
2025-06-28,C006,Meta - Lançamento Produto,Meta Ads,vendas,Desktop,Remarketing,92.42,9507,82,0.0086,2,655.39,1.13,46.21,7.09
2025-06-29,C001,Google Search - Marca,Google Ads,leads,Tablet,Busca ativa,69.21,1332,17,0.0128,1,0.0,4.07,69.21,0.0
2025-06-29,C003,Meta - Remarketing Vendas,Meta Ads,vendas,Mobile,Interesses,36.09,6171,31,0.005,1,183.04,1.16,36.09,5.07
2025-06-29,C004,Meta - Prospecção Vendas,Meta Ads,vendas,Desktop,Geral,81.8,8244,61,0.0074,2,347.69,1.34,40.9,4.25
2025-06-29,C006,Meta - Lançamento Produto,Meta Ads,vendas,Mobile,Geral,89.01,8815,88,0.01,3,622.48,1.01,29.67,6.99
2025-06-30,C001,Google Search - Marca,Google Ads,leads,Mobile,Geral,61.63,727,13,0.0179,1,0.0,4.74,61.63,0.0
2025-06-30,C003,Meta - Remarketing Vendas,Meta Ads,vendas,Desktop,Remarketing,50.61,8734,54,0.0062,2,203.88,0.94,25.3,4.03
2025-06-30,C004,Meta - Prospecção Vendas,Meta Ads,vendas,Desktop,Lookalike,140.23,14833,121,0.0082,4,444.51,1.16,35.06,3.17
2025-06-30,C006,Meta - Lançamento Produto,Meta Ads,vendas,Desktop,Geral,117.98,11551,100,0.0087,3,669.76,1.18,39.33,5.68
